STATUS	DATA SOLICITAÇÃO	PAÍS DE ORIGEM	GÊNERO	ANO DE NASCIMENTO	CIDADE SOLICITAÇÃO	DATA DA  DECISÃO
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2001	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1996	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1984	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1982	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1989	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1998	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1987	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1978	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1999	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1984	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1956	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1999	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1963	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1972	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2000	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1976	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1981	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1997	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1998	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1999	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1967	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1953	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1994	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1989	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1987	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1968	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2000	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1995	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1986	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1964	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1998	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1979	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1981	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1971	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1989	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1997	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1989	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1998	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1959	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1967	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1973	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1978	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1997	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1974	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1984	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1978	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1987	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1975	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1988	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1976	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1992	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1972	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1995	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1985	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1988	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1991	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1989	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1964	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1967	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1980	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1997	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1992	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1989	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2001	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1993	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1996	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1995	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1992	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1989	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2001	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1993	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1998	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1993	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1994	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1997	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1994	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2001	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1997	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1996	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1993	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1984	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1984	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1992	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1999	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1994	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1962	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2001	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1994	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1974	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1951	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1964	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1964	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1967	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1999	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1992	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1998	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1992	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1995	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1973	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1995	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1964	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1989	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1997	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1995	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1985	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1995	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1955	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1989	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1979	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1980	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1980	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1960	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1967	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1991	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1992	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1975	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1995	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1989	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1985	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2001	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1961	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1994	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1980	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1982	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1980	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1974	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1989	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1964	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1989	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1973	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1995	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1995	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1969	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1953	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1949	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1998	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1999	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1980	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1964	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1976	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1962	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1989	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1981	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1993	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1989	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1950	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1991	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1992	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1992	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1998	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1975	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1994	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1997	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1984	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1986	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1977	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1979	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1997	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1962	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1967	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1976	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1998	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1998	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1997	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2001	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1977	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1983	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1992	RIO BRANCO	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1982	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1994	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1985	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1993	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1995	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1996	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1994	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1977	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1994	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1987	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1994	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1983	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1979	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1986	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1992	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1996	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1999	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1956	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1984	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1988	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1963	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1980	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	F	1976	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1996	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1990	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1980	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1987	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1998	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2001	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2001	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1976	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1984	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1986	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1983	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1979	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1987	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1997	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1996	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1979	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1980	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1985	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1992	PACARAÍMA	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1954	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	2001	MANAUS	05/12/2019
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1990	PACARAÍMA	05/12/2019
